,Magid,Patent,Paper Title,1. Assignee-Affiliation overlap,2. Patenting with different org name (if found),3. Author-inventor name overlap,4. Temporal overlap w/ application year,"5. (If no overlap with application year)
Temporal overlap w/ priority application year",6. Content overlap,"Patent-paper pair
(Confidence level 0 to 5)",Note,Incomplete paper title (1/0),No patent ID in Google (1/0),Document type (only if it is not an research article),"Coverage
(2- full, 1- partial, 0- not a PPP)"
591,1998428186,US-7184066,13 3 co optimization of color amlcd subpixel architecture and rendering algorithms,1,,3,1,,2,1,"1) All the information matched.
2) The paper was a brief introduction of the subpixel rendering system.
3) Possible ppp source:  Elliott,    C.H.B.,    “Active    Matrix    Display    Layout    Optimization      for      Subpixel      Image      Rendering,”      Proceedings     of     the     1st     International     Display     Manufacturing Conference, pp. 185-187,",0,0,,0
592,1998828182,US-9579218,efficiency of high sensitivity gear trains such as cycloid drives,0,0,1,1,,0,0,"1) All the information matched.
2) The paper was about a theoretical investigation of transmissions while the patent is about a prothesis. No clear link could be found.",0,0,,0
593,1998848700,US-5793746,multiplex protocol optical fiber multiplexer for remote computer interconnection,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about a device called Muxmaster(Not Devloped here), while the patent was paetly using this device. Therefore, it is not deemed as a partial ppp.",0,0,,0
594,1998867668,US-6529834,development of a robust gyroscopic orientation tool for mwd operations,1,,1,1,,1,0,"1) All the information matched.
2) Although both the paper and the patent were about MWD gyroscopes, the paper was mainly a whitebook kind of guidebook. No tech was developed.",0,0,,0
595,1999005921,US-9523813,development of a novel cladding doped optical fiber with au metal nano particles for surface plasmon resonance sensor applications,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about optical fibers with metal nanoparticles.
3) Similar titles and abstracts.",0,0,,2
596,1999197865,US-8685549,deposition studies and coordinated characterization of mocvd ybco films on ibad mgo templates,1,,1,1,,0,0,"1) The assignee is a company that manages the lab.
2) All the information matched.
3) The paper was where the tested films througha new system, while the paper was where they made high density information storage materials. No clear link could be found.",0,0,,0
597,1999269837,US-6284956,construction of a bacterial artificial chromosome bac library and identification of overlapping bac clones with chromosome 4 specific rflp markers in rice,0,0,1,1,,0,0,"1) The assignee is the affiliation of another inventor.
2) Other information matched.
3) The paper was about rice gene BAC while the patent was about slectable biomarker GNS9. No clear link could be found.",0,0,,0
598,1999279882,US-9270334,reliable power line communication a vehicle to smart home and smart energy,1,,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about PLC. However, the paper was some broad comments about architectural configuration, while the patent was about advanced node swtich design. No clear link could be found.",0,0,,0
599,1999384974,US-7546236,an attention based similarity measure for fingerprint retrieval,0,0,2,1,,1,2,"1) All the information matched.
2) Both the paper and the patent were about similarity measures. The paper was an application of attention-based method, one of the kind patented by the assignee. Therefore, it is not deemed as a partial coverage.",0,0,,0
600,1999426318,US-9236972,ouabain facilitates cardiac differentiation of mouse embryonic stem cells through erk1 2 pathway,,,,,,,,This is a bad match. None of the authors overlapped that of the inventors.,,,,
601,1999456983,US-5348739,regulation of the natural killer cell response to interferon α by biogenic amines,0,0,4,1,,1,3,"1) Other information matched.
2) Both the paper and the patent talked about the toxicity of natural killer cell. The paper was about how amines augments it, which is patented by the assignee. However, the patent also includes a whole set of treatment methods, therefore it is deemed as a partial coverage.",0,0,,1
602,1999598401,US-5795587,new structures in complex formation between dna and cationic liposomes visualized by freeze fracture electron microscopy,1,,1,1,,1,1,"1) All the information matched.
2) The paper was about cationic liposomes while the patent was about lipo-comprising drug delivery complexes. No clear link could be found.",0,0,,0
603,1999625274,US-5019379,bioerodible polyanhydrides as drug carrier matrices ii biocompatibility and chemical reactivity,1,,1,1,,3,5,"1)All the information matched.
2) Both the paper and the patent were about how polyanhydrides can be used as drug delivery tool.
3) Similar titles.
4) This paper is the part 2 of another one) Bioerodible polyanhydrides as drug-carrier matrices I: Characterization, degradation, and release characteristics. ",0,0,,2
604,2000166175,US-9505807,single dose vaccination of a recombinant parainfluenza virus 5 expressing np from h5n1 virus provides broad immunity against influenza a viruses,1,,2,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about a recombinant parainfluenza virus vaccine 5.
3) Similar titles and abstracts.",0,0,,2
605,2000763927,US-10020747,self oscillating resonant gate drive for resonant inverters and rectifiers composed solely of passive components,1,,2,1,,0,0,"1) All the information matched.
2) The paper was about a self-oscillating gate drive while the patent was about a power converter. No clear link could be found.",0,0,,0
606,2001071537,US-10517964,molecular optical imaging with radioactive probes,1,,3,1,,2,3,"1) All the information matched.
2) Both the paper and the patent were about optical imaging with radioactive probes. The paper described one important method of use patented by the assignee. Therefore, it is deemed as a partial PPP.",0,0,,1
607,2001125257,US-6972906,continuous phase elements can improve laser beam quality,1,0,1,1,,1,1,"1) All the information matched.
2) The paper was about continuous-phase elements while the patent was about optical gratings. No clear link could be found.",0,0,,0
608,2001396254,US-6503737,dissecting and exploiting intermodular communication in polyketide synthases,1,,1,1,,1,2,"1) No evidence can be found about the author being affiliated with the assignee. Only information found is that he collaborated with that company.
2) Other information matched.
3) Although Both the paper and the patent were about polyketide syntases. However, the paper was about the intermodular communications while the patent was about polyketide synthases themselves and their DNA constructs. No clear link could be found.",0,0,,0
609,2001668464,US-5838487,erbium doped fibre amplifier with dynamic gain flatness for wdm,1,,4,1,,3,5,"1) All the information matched.
2) Both the paper and the patent were about an erium doped fiber.
3) Similar titles and abstracts.",0,0,,2
610,2001682005,US-9711647,high crystalline quality ge grown by mocvd inside narrow shallow trench isolation defined on si 001 substrates,1,,3,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about fin like field effect transistors. The paper was about making crystalline Ge of quality high enough to make finfet possible, and the patent was about a finfet device. Therefore, it is deemed as a partial ppp.",0,0,,1
611,2001744091,US-7816074,progesterone withdrawal increases the anxiolytic actions of gaboxadol role of α4βδ gabaa receptors,1,,1,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about α4β2δGABA-A receptors. The patent was about how it could be used to screen alcoholism and PMS, and the paper was about PMS. Therefore, it is deemed as a partial ppp.",0,0,,1
612,2001817075,US-8243601,joint channel assignment and routing for throughput optimization in multiradio wireless mesh networks,1,,1,0,0,2,3,"1) All the information matched.
2) Both the paper and the patent were about multi channel networks. The paper was about a routing algorithm, and the paper was about a multi access control scheduler for routing issues. Therefore, it is deemed as a partial ppp.",0,0,,1
613,2001861941,US-6262043,development of potent non estrogenic estrone sulfatase inhibitors,1,,1,1,,1,1,"1) All the information matched.
2) Although Both the paper and the patent were about estrogen inhibitors, the paper was about chemicals of different chemical structures than the patent.
3) Possible PPP source: US5880115A",0,0,,0
614,2001900968,US-6593290,differential damage to auditory neurons and hair cells by ototoxins and neuroprotection by specific neurotrophins in rat cochlear organotypic cultures,1,,2,1,,1,3,"1) All the information matched.
2) Both the paper and the patent were about treating inner ear hair cells. More specifically, the patent was about IGF-1 and FGF-2, and the paper covered the former one. Therefore, it is deemed as a partial ppp.",0,0,,1
615,2001930346,US-7910586,a role for presenilin 1 in regulating the delivery of amyloid precursor protein to the cell surface,1,,1,1,,1,1,"1) All the information matched.
2) Both the paper and the patent were about alzeimers. The paper was about the effect of presenilin 1 in γ-secretase activity, and the patent used chemical compounds to supress γ-secretase activity. There is a link, but presenilin 1 was not a target for these compounds. Therefore, it is not deemed as a partial ppp.",0,0,,0
